 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 GB-ENG-0715 ; Straits of Riggindale ;715; S ; -2.86661 ; 54.50175 
 GB-ENG-0735 ; Lingmell Col ;735; S ; -3.21963 ; 54.46028 
 GB-ENG-0749 ; Sticks Pass ;749; S ; -3.01905 ; 54.55463 
 GB-ENG-0750 ; Wind Gap ;750; S ; -3.28581 ; 54.49417 
 GB-ENG-0756 ; Windy Gap ;756; S ; -3.21431 ; 54.48415 
 GB-ENG-0759 ; Esk Hause ;759; S3-4 (privé) ; -3.18493 ; 54.46197 
 GB-ENG-0775 ; Link Hause ;775; S ; -2.97933 ; 54.49396 
 GB-ENG-0776 ; Ore Gap ;776; S4 ; -3.17284 ; 54.45437 
 GB-ENG-0835 ; Mickledore ;835; S ; -3.21963 ; 54.45136 
 GB-SCT-0020 ; Balloch o’Lusk ;20; R ; -4.95943 ; 54.76121 
 GB-SCT-0035 ; Scord of Brouster ;35; A971 ; -1.54258 ; 60.24607 
 GB-SCT-0035a ; Pass of Balmaha ;35; B837 ; -4.54529 ; 56.08558 
 GB-SCT-0045 ; Bealach Tharbait ;45; Minor road ; -5.13064 ; 58.39155 
 GB-SCT-0045a ; Cadh’ a’ Bhuic ;45; B8056 ; -5.70679 ; 57.69278 
 GB-SCT-0045b ; Bealach Mòr ;45; HS ; -5.28845 ; 58.1174 
 GB-SCT-0045c ; Bealach Dearg ;45; HS ; -5.02801 ; 55.72751 
 GB-SCT-0045d ; Bealach nam Biodag ;45; HS ; -5.80636 ; 56.73952 
 GB-SCT-0049 ; Scord ;49; R ; -1.3929 ; 60.2847 
 GB-SCT-0052 ; Bealach an Tarabairt ;52; HS ; -5.76781 ; 56.24396 
 GB-SCT-0055 ; Bealach Phuill Domhain ;55; HS ; -5.81013 ; 57.3831 
 GB-SCT-0056 ; Am Bealach ;56; R ; -3.89616 ; 58.50915 
 GB-SCT-0059 ; Scord of Touby ;59; HS ; -1.26882 ; 60.26916 
 GB-SCT-0061 ; Bealach an Eoin ;61; S3 ; -4.54086 ; 56.08757 
 GB-SCT-0061a ; Chalder Scord ;61; R ; -1.39059 ; 60.51676 
 GB-SCT-0065 ; Bealach an Lòin ;65; HS ; -5.74983 ; 57.26415 
 GB-SCT-0065a ; Bealach nam Beanna Beag ;65; HS ; -7.33056 ; 57.24368 
 GB-SCT-0069 ; Belach Stocleit ;69; HS ; -6.87012 ; 57.8506 
 GB-SCT-0070 ; Bealach na Nighinn ;70; HS ; -5.52229 ; 56.3744 
 GB-SCT-0073 ; Lamba Scord ;73; B9075 ; -1.26412 ; 60.27711 
